Satisfaction Score,Schedule Pacing,Timestamp,Track,Year,location,week
6,2.0,7/8/2016 15:59:30,Apps,2016,SV,3
10,4.0,7/8/2016 16:11:32,Apps,2016,SV,3
10,5.0,7/8/2016 12:49:05,Games,2016,SV,3
8,3.0,7/8/2016 12:49:16,Games,2016,SV,3
10,3.0,7/8/2016 12:47:42,Games,2016,SV,3
10,3.0,7/8/2016 12:43:44,Intro,2016,SV,3
8,3.0,7/8/2016 13:55:51,Apps,2016,SV,3
10,3.0,7/8/2016 14:02:54,Games,2016,SV,3
10,3.0,7/8/2016 14:29:22,Games,2016,SV,3
10,2.0,7/9/2016 17:05:33,Games,2016,SV,3
6,3.0,7/8/2016 16:55:21,Apps,2016,SV,3
6,3.0,7/8/2016 16:08:13,Games,2016,SV,3
8,3.0,7/8/2016 13:56:39,Apps,2016,SV,3
8,2.0,7/8/2016 14:03:35,Apps,2016,SV,3
8,5.0,7/8/2016 13:51:14,Games,2016,SV,3
8,4.0,7/8/2016 12:41:10,Intro,2016,SV,3
8,4.0,7/8/2016 12:41:13,Intro,2016,SV,3
8,3.0,7/8/2016 12:41:51,Intro,2016,SV,3
8,3.0,7/8/2016 12:43:35,Intro,2016,SV,3
8,3.0,7/8/2016 12:45:11,Intro,2016,SV,3
8,3.0,7/8/2016 12:47:39,Intro,2016,SV,3
8,4.0,7/8/2016 13:01:58,Intro,2016,SV,3
8,4.0,7/10/2016 23:44:41,Games,2016,SV,3
10,3.0,7/8/2016 16:41:06,Apps,2016,SV,3
10,3.0,7/8/2016 13:07:39,Games,2016,SV,3
10,3.0,7/8/2016 12:45:02,Intro,2016,SV,3
10,0.0,9/7/16 1:04,Apps,2016,NY,8
10,0.0,9/7/16 1:04,Intro,2016,SF,8
10,0.0,9/7/16 1:05,Intro,2016,NY,8
9,0.0,9/7/16 1:06,Apps,2016,SV,8
3,0.0,9/7/16 1:11,Intro,2016,SF,8
10,0.0,9/7/16 1:13,Apps,2016,SF,8
8,0.0,9/7/16 1:14,Apps,2016,SF,8
3,0.0,9/7/16 1:15,Games,2016,NY,8
6,0.0,9/7/16 1:21,Apps,2016,SG,8
9,0.0,9/7/16 1:27,Games,2016,NY,8
10,0.0,9/7/16 1:29,Games,2016,SV,8
10,0.0,9/7/16 1:33,VR,2016,SF,8
8,0.0,9/7/16 1:36,Intro,2016,SF,8
8,0.0,9/7/16 1:50,Apps,2016,SV,8
8,0.0,9/7/16 1:51,Games,2016,LA,8
10,0.0,9/7/16 2:33,Apps,2016,SF,8
9,0.0,9/7/16 2:41,Games,2016,SV,8
10,0.0,9/7/16 2:43,Games,2016,NY,8
7,0.0,9/7/16 2:50,Apps,2016,SG,8
10,0.0,9/7/16 2:56,Intro,2016,SF,8
10,0.0,9/7/16 2:59,Apps,2016,SF,8
10,0.0,9/7/16 3:01,Games,2016,SV,8
4,0.0,9/7/16 3:08,Intro,2016,NY,8
9,0.0,9/7/16 3:31,Games,2016,SF,8
10,0.0,9/7/16 3:31,Games,2016,SV,8
9,0.0,9/7/16 3:42,Apps,2016,SV,8
10,0.0,9/7/16 4:05,Intro,2016,SF,8
10,0.0,9/7/16 4:10,Apps,2016,SV,8
7,0.0,9/7/16 4:21,Games,2016,SV,8
10,0.0,9/7/16 5:43,Games,2016,SF,8
9,0.0,9/7/16 6:40,Apps,2016,SV,8
8,0.0,9/7/16 7:58,Apps,2016,SV,8
5,0.0,9/7/16 10:52,Games,2016,SV,8
8,0.0,9/7/16 11:49,Apps,2016,SG,8
9,0.0,9/7/16 12:26,Apps,2016,SG,8
9,0.0,9/7/16 12:26,Apps,2016,SG,8
10,0.0,9/7/16 12:48,Apps,2016,SF,8
10,0.0,9/7/16 13:10,Intro,2016,NY,8
9,0.0,9/7/16 14:40,Apps,2016,SF,8
10,0.0,9/7/16 14:54,Apps,2016,NY,8
8,0.0,9/7/16 15:58,Apps,2016,SV,8
10,0.0,9/7/16 17:21,Apps,2016,SF,8
9,0.0,9/7/16 19:25,VR,2016,SF,8
7,0.0,9/7/16 19:26,Apps,2016,NY,8
10,0.0,9/7/16 19:40,Apps,2016,SF,8
10,0.0,9/7/16 19:57,Games,2016,LA,8
10,0.0,9/8/16 0:00,Intro,2016,SV,8
8,0.0,9/8/16 0:58,Apps,2016,NY,8
10,0.0,9/8/16 1:59,Games,2016,SF,8
7,0.0,9/8/16 6:04,Apps,2016,SV,8
10,0.0,9/8/16 14:27,Games,2016,LA,8
8,0.0,9/8/16 22:06,Games,2016,SF,8
8,0.0,9/8/16 22:20,Apps,2016,NY,8
10,0.0,9/8/16 23:07,Apps,2016,SF,8
7,0.0,9/8/16 23:11,Apps,2016,SF,8
7,0.0,9/9/16 1:42,Intro,2016,SF,8
10,0.0,9/9/16 4:25,Intro,2016,SF,8
9,0.0,9/9/16 11:09,Apps,2016,SF,8
10,0.0,9/9/16 13:28,Games,2016,NY,8
8,0.0,9/10/16 22:30,Games,2016,SF,8
9,0.0,9/12/16 0:13,Apps,2016,SF,8
5,0.0,9/13/16 4:42,VR,2016,SF,8
10,0.0,9/13/16 20:13,Games,2016,SF,8
9,0.0,9/14/16 12:10,Intro,2016,SF,8
9,0.0,9/26/16 16:34,Games,2016,SV,8
